firstName,lastName,email,phone,title,companyName,department,seniority,linkedinUrl
Shirley,Lewis,shirley.lewis@silvercreativeassociates.com,+1-620-745-1310,"Media Planner","Silver Creative Associates",MEDIA_PLANNING,EXECUTIVE,https://linkedin.com/in/shirley-lewis-4953
Susan,Taylor,susan.taylor@silvercreativeassociates.com,+1-592-256-9557,"VP of Creative","Silver Creative Associates",CREATIVE_SERVICES,COORDINATOR,https://linkedin.com/in/susan-taylor-6285
Linda,Hernandez,linda.hernandez@purpleinfluencermedia.com,+1-219-581-5981,"Senior Analyst","Purple Influencer Media",ANALYTICS_INSIGHTS,ASSOCIATE,https://linkedin.com/in/linda-hernandez-3286
Jacob,Wilson,jacob.wilson@purpleinfluencermedia.com,+1-674-813-4907,"COO","Purple Influencer Media",LEADERSHIP,VP,https://linkedin.com/in/jacob-wilson-7363
Jennifer,Hall,jennifer.hall@apexprogrammaticinteractive.com,+1-997-984-3882,"Media Planning Director","Apex Programmatic Interactive",MEDIA_PLANNING,DIRECTOR,https://linkedin.com/in/jennifer-hall-6963
Karen,Lewis,karen.lewis@apexprogrammaticinteractive.com,+1-664-913-9627,"BD Executive","Apex Programmatic Interactive",BUSINESS_DEVELOPMENT,ASSOCIATE,https://linkedin.com/in/karen-lewis-6319
John,Allen,john.allen@apexprogrammaticinteractive.com,+1-703-629-8573,"Search Marketing Manager","Apex Programmatic Interactive",SEARCH_MARKETING,VP,https://linkedin.com/in/john-allen-1540
Anthony,Rivera,anthony.rivera@greensearchstrategies.com,+1-919-543-5544,"VP of Strategy","Green Search Strategies",STRATEGY_PLANNING,DIRECTOR,https://linkedin.com/in/anthony-rivera-5184
Daniel,Gomez,daniel.gomez@greensearchstrategies.com,+1-647-972-1397,"Associate Media Planner","Green Search Strategies",MEDIA_PLANNING,EXECUTIVE,https://linkedin.com/in/daniel-gomez-9335
Linda,Nelson,linda.nelson@summitcontentalliance.com,+1-692-850-7114,"Data Analyst","Summit Content Alliance",ANALYTICS_INSIGHTS,VP,https://linkedin.com/in/linda-nelson-5138
Brian,Rodriguez,brian.rodriguez@summitcontentalliance.com,+1-370-478-6532,"Search Strategist","Summit Content Alliance",SEARCH_MARKETING,DIRECTOR,https://linkedin.com/in/brian-rodriguez-4795
Jason,Parker,jason.parker@primeprogrammaticsolutions.com,+1-923-740-2325,"VP of Search","Prime Programmatic Solutions",SEARCH_MARKETING,COORDINATOR,https://linkedin.com/in/jason-parker-8822
Stephanie,Gomez,stephanie.gomez@primeprogrammaticsolutions.com,+1-206-399-7692,"Digital Marketing Director","Prime Programmatic Solutions",DIGITAL_MARKETING,ASSOCIATE,https://linkedin.com/in/stephanie-gomez-5194
Laura,Brown,laura.brown@puremediasolutions.com,+1-776-544-6675,"VP of Media Buying","Pure Media Solutions",MEDIA_BUYING,EXECUTIVE,https://linkedin.com/in/laura-brown-1961
Kimberly,Lopez,kimberly.lopez@puremediasolutions.com,+1-305-740-1952,"Senior Account Manager","Pure Media Solutions",ACCOUNT_MANAGEMENT,DIRECTOR,https://linkedin.com/in/kimberly-lopez-4683
Linda,Garcia,linda.garcia@puremediasolutions.com,+1-783-571-9559,"VP of Analytics","Pure Media Solutions",ANALYTICS_INSIGHTS,VP,https://linkedin.com/in/linda-garcia-7754
Carol,Smith,carol.smith@puremediasolutions.com,+1-830-443-3128,"BD Director","Pure Media Solutions",BUSINESS_DEVELOPMENT,MANAGER,https://linkedin.com/in/carol-smith-4734
Amanda,Campbell,amanda.campbell@digitalsocialcreative.com,+1-426-264-2247,"Senior Strategist","Digital Social Creative",STRATEGY_PLANNING,EXECUTIVE,https://linkedin.com/in/amanda-campbell-3429
Robert,Williams,robert.williams@digitalsocialcreative.com,+1-251-897-3694,"VP of Programmatic","Digital Social Creative",PROGRAMMATIC,EXECUTIVE,https://linkedin.com/in/robert-williams-2392
Lisa,Hill,lisa.hill@digitalsocialcreative.com,+1-236-653-5709,"Social Media Director","Digital Social Creative",SOCIAL_MEDIA,VP,https://linkedin.com/in/lisa-hill-1746
Angela,Perez,angela.perez@digitalsocialcreative.com,+1-826-301-9771,"CEO","Digital Social Creative",LEADERSHIP,VP,https://linkedin.com/in/angela-perez-4548
Lisa,Scott,lisa.scott@globalbrandinteractive.com,+1-656-488-3583,"BD Director","Global Brand Interactive",BUSINESS_DEVELOPMENT,MANAGER,https://linkedin.com/in/lisa-scott-7651
Eric,Reyes,eric.reyes@globalbrandinteractive.com,+1-372-694-8026,"Founder","Global Brand Interactive",LEADERSHIP,EXECUTIVE,https://linkedin.com/in/eric-reyes-2373
Nancy,Garcia,nancy.garcia@alphaperformanceinteractive.com,+1-313-541-4935,"Art Director","Alpha Performance Interactive",CREATIVE_SERVICES,ASSOCIATE,https://linkedin.com/in/nancy-garcia-2976
Stephen,Jackson,stephen.jackson@alphaperformanceinteractive.com,+1-788-919-6592,"Analytics Manager","Alpha Performance Interactive",ANALYTICS_INSIGHTS,EXECUTIVE,https://linkedin.com/in/stephen-jackson-1978
Nicholas,Davis,nicholas.davis@sigmabrandassociates.com,+1-523-579-1017,"VP of Social","Sigma Brand Associates",SOCIAL_MEDIA,MANAGER,https://linkedin.com/in/nicholas-davis-7206
Elizabeth,Hernandez,elizabeth.hernandez@sigmabrandassociates.com,+1-950-236-9151,"Account Director","Sigma Brand Associates",ACCOUNT_MANAGEMENT,MANAGER,https://linkedin.com/in/elizabeth-hernandez-4787
Kevin,Brown,kevin.brown@silverdigitalgroup.com,+1-802-742-4327,"Social Media Specialist","Silver Digital Group",SOCIAL_MEDIA,DIRECTOR,https://linkedin.com/in/kevin-brown-3516
Jessica,Phillips,jessica.phillips@silverdigitalgroup.com,+1-676-297-4184,"Social Media Strategist","Silver Digital Group",SOCIAL_MEDIA,ASSOCIATE,https://linkedin.com/in/jessica-phillips-2933
Ryan,Baker,ryan.baker@silverdigitalgroup.com,+1-341-511-4610,"Programmatic Director","Silver Digital Group",PROGRAMMATIC,COORDINATOR,https://linkedin.com/in/ryan-baker-3182
Ronald,Walker,ronald.walker@futureinfluencerassociates.com,+1-534-868-3244,"Senior Media Buyer","Future Influencer Associates",MEDIA_BUYING,VP,https://linkedin.com/in/ronald-walker-4337
Sandra,Walker,sandra.walker@futureinfluencerassociates.com,+1-455-985-9940,"VP of Analytics","Future Influencer Associates",ANALYTICS_INSIGHTS,DIRECTOR,https://linkedin.com/in/sandra-walker-3350
Laura,Gonzalez,laura.gonzalez@futureinfluencerassociates.com,+1-259-833-9648,"Account Executive","Future Influencer Associates",ACCOUNT_MANAGEMENT,MANAGER,https://linkedin.com/in/laura-gonzalez-3915
Steven,Rivera,steven.rivera@brightsearchmarketing.com,+1-779-402-8834,"Account Executive","Bright Search Marketing",ACCOUNT_MANAGEMENT,DIRECTOR,https://linkedin.com/in/steven-rivera-1855
Anna,Diaz,anna.diaz@brightsearchmarketing.com,+1-383-562-7924,"Media Buying Director","Bright Search Marketing",MEDIA_BUYING,VP,https://linkedin.com/in/anna-diaz-8974
Karen,Moore,karen.moore@premiermediaagency.com,+1-938-681-5704,"Account Executive","Premier Media Agency",ACCOUNT_MANAGEMENT,ASSOCIATE,https://linkedin.com/in/karen-moore-6727
Patricia,Torres,patricia.torres@premiermediaagency.com,+1-749-645-2070,"VP of Business Development","Premier Media Agency",BUSINESS_DEVELOPMENT,COORDINATOR,https://linkedin.com/in/patricia-torres-5109
Robert,Mitchell,robert.mitchell@premiermediaagency.com,+1-626-346-2223,"Copywriter","Premier Media Agency",CREATIVE_SERVICES,VP,https://linkedin.com/in/robert-mitchell-5705
Thomas,Diaz,thomas.diaz@maxcreativestrategies.com,+1-552-436-9092,"Programmatic Trader","Max Creative Strategies",PROGRAMMATIC,EXECUTIVE,https://linkedin.com/in/thomas-diaz-4044
Jason,Smith,jason.smith@maxcreativestrategies.com,+1-960-974-8048,"Strategist","Max Creative Strategies",STRATEGY_PLANNING,MANAGER,https://linkedin.com/in/jason-smith-2985
Sandra,Martin,sandra.martin@maxcreativestrategies.com,+1-478-380-8634,"VP of Analytics","Max Creative Strategies",ANALYTICS_INSIGHTS,COORDINATOR,https://linkedin.com/in/sandra-martin-6874
Stephen,Mitchell,stephen.mitchell@maxcreativestrategies.com,+1-796-822-3721,"Social Media Manager","Max Creative Strategies",SOCIAL_MEDIA,VP,https://linkedin.com/in/stephen-mitchell-9861
Brenda,Rivera,brenda.rivera@unitedsearchassociates.com,+1-981-885-4693,"CMO","United Search Associates",LEADERSHIP,ASSOCIATE,https://linkedin.com/in/brenda-rivera-2711
Eric,Wilson,eric.wilson@unitedsearchassociates.com,+1-456-750-5387,"Account Executive","United Search Associates",ACCOUNT_MANAGEMENT,MANAGER,https://linkedin.com/in/eric-wilson-7472
Timothy,Nguyen,timothy.nguyen@unitedsearchassociates.com,+1-228-523-5539,"Account Executive","United Search Associates",ACCOUNT_MANAGEMENT,DIRECTOR,https://linkedin.com/in/timothy-nguyen-5146
Ryan,Williams,ryan.williams@unitedsearchassociates.com,+1-238-205-6587,"VP of Media Buying","United Search Associates",MEDIA_BUYING,COORDINATOR,https://linkedin.com/in/ryan-williams-1425
Jeffrey,Young,jeffrey.young@omegamediacommunications.com,+1-922-598-4834,"Digital Marketing Director","Omega Media Communications",DIGITAL_MARKETING,VP,https://linkedin.com/in/jeffrey-young-8318
Sandra,Robinson,sandra.robinson@omegamediacommunications.com,+1-997-780-6473,"Senior Analyst","Omega Media Communications",ANALYTICS_INSIGHTS,DIRECTOR,https://linkedin.com/in/sandra-robinson-5210
Cynthia,Thompson,cynthia.thompson@creativesearchstrategies.com,+1-587-629-1832,"VP of Media Buying","Creative Search Strategies",MEDIA_BUYING,DIRECTOR,https://linkedin.com/in/cynthia-thompson-8896
Anna,Carter,anna.carter@creativesearchstrategies.com,+1-891-224-8728,"Managing Director","Creative Search Strategies",LEADERSHIP,VP,https://linkedin.com/in/anna-carter-5141
David,Carter,david.carter@creativesearchstrategies.com,+1-270-706-6310,"Business Development Manager","Creative Search Strategies",BUSINESS_DEVELOPMENT,MANAGER,https://linkedin.com/in/david-carter-2751
Brenda,Wright,brenda.wright@creativesearchstrategies.com,+1-333-918-3435,"Social Media Manager","Creative Search Strategies",SOCIAL_MEDIA,COORDINATOR,https://linkedin.com/in/brenda-wright-9241
Sarah,Thompson,sarah.thompson@deltacreativeagency.com,+1-988-298-9815,"Digital Marketing Specialist","Delta Creative Agency",DIGITAL_MARKETING,ASSOCIATE,https://linkedin.com/in/sarah-thompson-4426
Sandra,Garcia,sandra.garcia@deltacreativeagency.com,+1-322-310-7615,"Search Strategist","Delta Creative Agency",SEARCH_MARKETING,COORDINATOR,https://linkedin.com/in/sandra-garcia-9791
John,Lopez,john.lopez@deltacreativeagency.com,+1-496-773-5126,"Programmatic Director","Delta Creative Agency",PROGRAMMATIC,VP,https://linkedin.com/in/john-lopez-9558
Kevin,Davis,kevin.davis@deltacreativeagency.com,+1-226-944-5258,"Strategy Director","Delta Creative Agency",STRATEGY_PLANNING,ASSOCIATE,https://linkedin.com/in/kevin-davis-1411
Elizabeth,Davis,elizabeth.davis@modernperformancecommunications.com,+1-362-600-2123,"Managing Director","Modern Performance Communications",LEADERSHIP,COORDINATOR,https://linkedin.com/in/elizabeth-davis-6315
Melissa,Rivera,melissa.rivera@modernperformancecommunications.com,+1-548-808-4618,"VP of Search","Modern Performance Communications",SEARCH_MARKETING,EXECUTIVE,https://linkedin.com/in/melissa-rivera-1103
Rebecca,Reyes,rebecca.reyes@modernperformancecommunications.com,+1-590-345-2458,"Programmatic Specialist","Modern Performance Communications",PROGRAMMATIC,MANAGER,https://linkedin.com/in/rebecca-reyes-7791
Sandra,Allen,sandra.allen@corestrategicstrategies.com,+1-520-575-6595,"BD Executive","Core Strategic Strategies",BUSINESS_DEVELOPMENT,ASSOCIATE,https://linkedin.com/in/sandra-allen-5244
Ryan,Allen,ryan.allen@corestrategicstrategies.com,+1-867-924-4323,"VP of Programmatic","Core Strategic Strategies",PROGRAMMATIC,COORDINATOR,https://linkedin.com/in/ryan-allen-3540
Mark,Edwards,mark.edwards@corestrategicstrategies.com,+1-914-202-9818,"Copywriter","Core Strategic Strategies",CREATIVE_SERVICES,MANAGER,https://linkedin.com/in/mark-edwards-6062
Donna,Scott,donna.scott@corestrategicstrategies.com,+1-981-219-1151,"Copywriter","Core Strategic Strategies",CREATIVE_SERVICES,ASSOCIATE,https://linkedin.com/in/donna-scott-8532
Amy,Miller,amy.miller@truecontentalliance.com,+1-430-861-1461,"Programmatic Manager","True Content Alliance",PROGRAMMATIC,EXECUTIVE,https://linkedin.com/in/amy-miller-8101
Stephanie,Allen,stephanie.allen@truecontentalliance.com,+1-826-328-3729,"VP of Analytics","True Content Alliance",ANALYTICS_INSIGHTS,MANAGER,https://linkedin.com/in/stephanie-allen-8830
Eric,Lee,eric.lee@truecontentalliance.com,+1-364-458-5185,"VP of Business Development","True Content Alliance",BUSINESS_DEVELOPMENT,MANAGER,https://linkedin.com/in/eric-lee-3198
Kevin,Ramirez,kevin.ramirez@truecontentalliance.com,+1-598-369-1009,"Copywriter","True Content Alliance",CREATIVE_SERVICES,MANAGER,https://linkedin.com/in/kevin-ramirez-3462
Andrew,Baker,andrew.baker@corecontentsolutions.com,+1-735-456-3157,"President","Core Content Solutions",LEADERSHIP,DIRECTOR,https://linkedin.com/in/andrew-baker-3328
Eric,Hall,eric.hall@corecontentsolutions.com,+1-412-866-5340,"VP of Analytics","Core Content Solutions",ANALYTICS_INSIGHTS,DIRECTOR,https://linkedin.com/in/eric-hall-1456
Linda,Morris,linda.morris@maxperformanceventures.com,+1-421-384-7301,"Account Executive","Max Performance Ventures",ACCOUNT_MANAGEMENT,DIRECTOR,https://linkedin.com/in/linda-morris-9059
Daniel,Gonzalez,daniel.gonzalez@maxperformanceventures.com,+1-542-437-7081,"Media Planning Director","Max Performance Ventures",MEDIA_PLANNING,ASSOCIATE,https://linkedin.com/in/daniel-gonzalez-1849
Rebecca,Allen,rebecca.allen@firstcreativealliance.com,+1-580-243-4053,"Search Marketing Manager","First Creative Alliance",SEARCH_MARKETING,EXECUTIVE,https://linkedin.com/in/rebecca-allen-7890
Thomas,Garcia,thomas.garcia@firstcreativealliance.com,+1-954-304-4815,"Senior Creative Director","First Creative Alliance",CREATIVE_SERVICES,COORDINATOR,https://linkedin.com/in/thomas-garcia-4259
Gary,Gomez,gary.gomez@firstcreativealliance.com,+1-779-764-3825,"VP of Analytics","First Creative Alliance",ANALYTICS_INSIGHTS,MANAGER,https://linkedin.com/in/gary-gomez-4062
Stephanie,Mitchell,stephanie.mitchell@firstcreativealliance.com,+1-703-749-8889,"Programmatic Trader","First Creative Alliance",PROGRAMMATIC,COORDINATOR,https://linkedin.com/in/stephanie-mitchell-8070
Jason,Allen,jason.allen@digitalcreativenetwork.com,+1-546-827-2470,"Senior Account Manager","Digital Creative Network",ACCOUNT_MANAGEMENT,COORDINATOR,https://linkedin.com/in/jason-allen-9013
Richard,Green,richard.green@digitalcreativenetwork.com,+1-850-338-3788,"Media Planning Director","Digital Creative Network",MEDIA_PLANNING,DIRECTOR,https://linkedin.com/in/richard-green-8066
Joseph,Harris,joseph.harris@digitalcreativenetwork.com,+1-592-968-3292,"BD Executive","Digital Creative Network",BUSINESS_DEVELOPMENT,VP,https://linkedin.com/in/joseph-harris-2296
David,Turner,david.turner@digitalcreativenetwork.com,+1-921-974-5851,"Programmatic Specialist","Digital Creative Network",PROGRAMMATIC,DIRECTOR,https://linkedin.com/in/david-turner-3953
Melissa,Jackson,melissa.jackson@summitdigitalcreative.com,+1-962-635-2086,"Programmatic Specialist","Summit Digital Creative",PROGRAMMATIC,MANAGER,https://linkedin.com/in/melissa-jackson-8162
Ashley,Lewis,ashley.lewis@summitdigitalcreative.com,+1-932-861-2701,"VP of Accounts","Summit Digital Creative",ACCOUNT_MANAGEMENT,DIRECTOR,https://linkedin.com/in/ashley-lewis-8107
Ronald,Torres,ronald.torres@summitdigitalcreative.com,+1-866-739-6325,"Associate Media Buyer","Summit Digital Creative",MEDIA_BUYING,EXECUTIVE,https://linkedin.com/in/ronald-torres-6591
Stephen,Davis,stephen.davis@bluestrategiccreative.com,+1-638-440-3813,"Partner","Blue Strategic Creative",LEADERSHIP,COORDINATOR,https://linkedin.com/in/stephen-davis-9385
Nicholas,Mitchell,nicholas.mitchell@bluestrategiccreative.com,+1-445-356-2846,"Analytics Director","Blue Strategic Creative",ANALYTICS_INSIGHTS,DIRECTOR,https://linkedin.com/in/nicholas-mitchell-5219
Jeffrey,Taylor,jeffrey.taylor@bluestrategiccreative.com,+1-502-532-7564,"Associate Media Buyer","Blue Strategic Creative",MEDIA_BUYING,DIRECTOR,https://linkedin.com/in/jeffrey-taylor-4309
Michelle,Wilson,michelle.wilson@bluestrategiccreative.com,+1-624-595-5447,"Search Marketing Manager","Blue Strategic Creative",SEARCH_MARKETING,VP,https://linkedin.com/in/michelle-wilson-6314
Ryan,Wilson,ryan.wilson@nextprogrammaticstudios.com,+1-317-274-4415,"Managing Director","Next Programmatic Studios",LEADERSHIP,ASSOCIATE,https://linkedin.com/in/ryan-wilson-2638
Sharon,Roberts,sharon.roberts@nextprogrammaticstudios.com,+1-459-374-8141,"VP of Digital","Next Programmatic Studios",DIGITAL_MARKETING,DIRECTOR,https://linkedin.com/in/sharon-roberts-7744
Robert,Morales,robert.morales@nextprogrammaticstudios.com,+1-782-709-6800,"Media Planning Director","Next Programmatic Studios",MEDIA_PLANNING,EXECUTIVE,https://linkedin.com/in/robert-morales-3135
Betty,Campbell,betty.campbell@unitedmediastudios.com,+1-710-807-9345,"Data Analyst","United Media Studios",ANALYTICS_INSIGHTS,ASSOCIATE,https://linkedin.com/in/betty-campbell-4387
Dorothy,Carter,dorothy.carter@unitedmediastudios.com,+1-274-693-9399,"Senior Account Manager","United Media Studios",ACCOUNT_MANAGEMENT,MANAGER,https://linkedin.com/in/dorothy-carter-9467
John,Gomez,john.gomez@unitedmediastudios.com,+1-438-754-1738,"Search Marketing Manager","United Media Studios",SEARCH_MARKETING,EXECUTIVE,https://linkedin.com/in/john-gomez-9336
Kimberly,Torres,kimberly.torres@dynamicinfluencerstrategies.com,+1-397-712-5732,"Managing Director","Dynamic Influencer Strategies",LEADERSHIP,VP,https://linkedin.com/in/kimberly-torres-2347
Kevin,Clark,kevin.clark@dynamicinfluencerstrategies.com,+1-351-480-9836,"CMO","Dynamic Influencer Strategies",LEADERSHIP,DIRECTOR,https://linkedin.com/in/kevin-clark-5239
John,Brown,john.brown@dynamicinfluencerstrategies.com,+1-388-482-7759,"VP of Search","Dynamic Influencer Strategies",SEARCH_MARKETING,MANAGER,https://linkedin.com/in/john-brown-4189
Daniel,Sanchez,daniel.sanchez@dynamicinfluencerstrategies.com,+1-830-615-4087,"Programmatic Specialist","Dynamic Influencer Strategies",PROGRAMMATIC,EXECUTIVE,https://linkedin.com/in/daniel-sanchez-6285
Ashley,Murphy,ashley.murphy@greenmediaventures.com,+1-399-826-6749,"Digital Marketing Specialist","Green Media Ventures",DIGITAL_MARKETING,DIRECTOR,https://linkedin.com/in/ashley-murphy-4947
Rebecca,Hall,rebecca.hall@greenmediaventures.com,+1-927-532-3417,"Art Director","Green Media Ventures",CREATIVE_SERVICES,MANAGER,https://linkedin.com/in/rebecca-hall-2932
Betty,Evans,betty.evans@greenmediaventures.com,+1-532-578-6717,"Programmatic Director","Green Media Ventures",PROGRAMMATIC,EXECUTIVE,https://linkedin.com/in/betty-evans-5732
Brian,Nguyen,brian.nguyen@greenmediaventures.com,+1-871-462-2633,"Media Planning Director","Green Media Ventures",MEDIA_PLANNING,EXECUTIVE,https://linkedin.com/in/brian-nguyen-8382
Elizabeth,Campbell,elizabeth.campbell@purecontentpartners.com,+1-707-870-1222,"Digital Marketing Specialist","Pure Content Partners",DIGITAL_MARKETING,EXECUTIVE,https://linkedin.com/in/elizabeth-campbell-9069
Donna,Evans,donna.evans@purecontentpartners.com,+1-404-900-6851,"BD Executive","Pure Content Partners",BUSINESS_DEVELOPMENT,DIRECTOR,https://linkedin.com/in/donna-evans-3821
Ashley,King,ashley.king@purecontentpartners.com,+1-251-757-6084,"Analytics Manager","Pure Content Partners",ANALYTICS_INSIGHTS,ASSOCIATE,https://linkedin.com/in/ashley-king-8512
Angela,Green,angela.green@purecontentpartners.com,+1-661-236-4245,"VP of Media Buying","Pure Content Partners",MEDIA_BUYING,ASSOCIATE,https://linkedin.com/in/angela-green-9526
Ronald,Green,ronald.green@greeninfluencersolutions.com,+1-743-634-3746,"SEM Director","Green Influencer Solutions",SEARCH_MARKETING,VP,https://linkedin.com/in/ronald-green-5264
Margaret,Nguyen,margaret.nguyen@greeninfluencersolutions.com,+1-718-799-2550,"Digital Marketing Director","Green Influencer Solutions",DIGITAL_MARKETING,MANAGER,https://linkedin.com/in/margaret-nguyen-9073
Michael,Lopez,michael.lopez@greeninfluencersolutions.com,+1-951-694-8592,"Data Analyst","Green Influencer Solutions",ANALYTICS_INSIGHTS,ASSOCIATE,https://linkedin.com/in/michael-lopez-9504
Joshua,Flores,joshua.flores@greeninfluencersolutions.com,+1-236-411-9613,"VP of Social","Green Influencer Solutions",SOCIAL_MEDIA,VP,https://linkedin.com/in/joshua-flores-5061
Stephen,Nelson,stephen.nelson@smartbrandlabs.com,+1-505-987-1901,"VP of Digital","Smart Brand Labs",DIGITAL_MARKETING,COORDINATOR,https://linkedin.com/in/stephen-nelson-5918
Jacob,Gomez,jacob.gomez@smartbrandlabs.com,+1-693-574-2143,"Programmatic Specialist","Smart Brand Labs",PROGRAMMATIC,DIRECTOR,https://linkedin.com/in/jacob-gomez-9885
Kathleen,Flores,kathleen.flores@smartbrandlabs.com,+1-425-367-2730,"VP of Strategy","Smart Brand Labs",STRATEGY_PLANNING,ASSOCIATE,https://linkedin.com/in/kathleen-flores-6475
Jeffrey,Gomez,jeffrey.gomez@elitecreativestudios.com,+1-902-833-3898,"Media Buying Director","Elite Creative Studios",MEDIA_BUYING,MANAGER,https://linkedin.com/in/jeffrey-gomez-7924
Susan,Thompson,susan.thompson@elitecreativestudios.com,+1-791-643-7901,"Social Media Director","Elite Creative Studios",SOCIAL_MEDIA,MANAGER,https://linkedin.com/in/susan-thompson-4537
Brian,Carter,brian.carter@elitecreativestudios.com,+1-543-978-1060,"Media Buyer","Elite Creative Studios",MEDIA_BUYING,VP,https://linkedin.com/in/brian-carter-3866
Jason,Evans,jason.evans@elitecreativestudios.com,+1-847-536-9747,"Digital Marketing Manager","Elite Creative Studios",DIGITAL_MARKETING,VP,https://linkedin.com/in/jason-evans-7191
Anna,Hill,anna.hill@creativebrandmarketing.com,+1-487-568-9740,"Social Media Director","Creative Brand Marketing",SOCIAL_MEDIA,COORDINATOR,https://linkedin.com/in/anna-hill-1819
Christopher,Carter,christopher.carter@creativebrandmarketing.com,+1-739-302-2490,"Senior Analyst","Creative Brand Marketing",ANALYTICS_INSIGHTS,ASSOCIATE,https://linkedin.com/in/christopher-carter-1649
James,Robinson,james.robinson@creativebrandmarketing.com,+1-912-771-1240,"Senior Account Manager","Creative Brand Marketing",ACCOUNT_MANAGEMENT,MANAGER,https://linkedin.com/in/james-robinson-9607
Rebecca,Phillips,rebecca.phillips@firststrategicventures.com,+1-810-607-7538,"VP of Business Development","First Strategic Ventures",BUSINESS_DEVELOPMENT,DIRECTOR,https://linkedin.com/in/rebecca-phillips-2749
Christopher,Hernandez,christopher.hernandez@firststrategicventures.com,+1-475-823-4028,"Media Buying Director","First Strategic Ventures",MEDIA_BUYING,DIRECTOR,https://linkedin.com/in/christopher-hernandez-3200
Cynthia,Gomez,cynthia.gomez@firststrategicventures.com,+1-569-792-7077,"Media Buying Director","First Strategic Ventures",MEDIA_BUYING,ASSOCIATE,https://linkedin.com/in/cynthia-gomez-6418
Deborah,Stewart,deborah.stewart@firststrategicventures.com,+1-924-333-5161,"Media Buyer","First Strategic Ventures",MEDIA_BUYING,ASSOCIATE,https://linkedin.com/in/deborah-stewart-6929
Charles,Mitchell,charles.mitchell@truedigitalalliance.com,+1-722-982-2621,"Associate Media Buyer","True Digital Alliance",MEDIA_BUYING,DIRECTOR,https://linkedin.com/in/charles-mitchell-8172
Steven,Morales,steven.morales@truedigitalalliance.com,+1-759-561-8255,"VP of Business Development","True Digital Alliance",BUSINESS_DEVELOPMENT,DIRECTOR,https://linkedin.com/in/steven-morales-1792
Melissa,Sanchez,melissa.sanchez@truedigitalalliance.com,+1-816-579-5155,"SEM Specialist","True Digital Alliance",SEARCH_MARKETING,MANAGER,https://linkedin.com/in/melissa-sanchez-2884
Paul,Thompson,paul.thompson@truedigitalalliance.com,+1-460-278-2376,"Art Director","True Digital Alliance",CREATIVE_SERVICES,ASSOCIATE,https://linkedin.com/in/paul-thompson-6685
William,Nelson,william.nelson@strategicmediaagency.com,+1-654-461-5713,"VP of Search","Strategic Media Agency",SEARCH_MARKETING,MANAGER,https://linkedin.com/in/william-nelson-3661
Stephen,Thompson,stephen.thompson@strategicmediaagency.com,+1-488-624-2903,"BD Executive","Strategic Media Agency",BUSINESS_DEVELOPMENT,MANAGER,https://linkedin.com/in/stephen-thompson-5247
Andrew,Roberts,andrew.roberts@strategicmediaagency.com,+1-465-579-2164,"Social Media Strategist","Strategic Media Agency",SOCIAL_MEDIA,COORDINATOR,https://linkedin.com/in/andrew-roberts-7933
Andrew,Allen,andrew.allen@futureprogrammaticassociates.com,+1-488-820-6528,"Associate Media Planner","Future Programmatic Associates",MEDIA_PLANNING,ASSOCIATE,https://linkedin.com/in/andrew-allen-1721
Dorothy,Scott,dorothy.scott@futureprogrammaticassociates.com,+1-381-272-5417,"Search Strategist","Future Programmatic Associates",SEARCH_MARKETING,DIRECTOR,https://linkedin.com/in/dorothy-scott-9628
Anthony,Gonzalez,anthony.gonzalez@futureprogrammaticassociates.com,+1-203-805-1571,"VP of Business Development","Future Programmatic Associates",BUSINESS_DEVELOPMENT,VP,https://linkedin.com/in/anthony-gonzalez-1998
Shirley,Williams,shirley.williams@apexstrategiccommunications.com,+1-395-949-2457,"VP of Media Buying","Apex Strategic Communications",MEDIA_BUYING,EXECUTIVE,https://linkedin.com/in/shirley-williams-6115
Paul,Taylor,paul.taylor@apexstrategiccommunications.com,+1-939-266-8740,"Strategist","Apex Strategic Communications",STRATEGY_PLANNING,ASSOCIATE,https://linkedin.com/in/paul-taylor-8446
Deborah,Robinson,deborah.robinson@modernperformancepartners.com,+1-975-798-8338,"Senior Media Buyer","Modern Performance Partners",MEDIA_BUYING,VP,https://linkedin.com/in/deborah-robinson-9274
Timothy,Hernandez,timothy.hernandez@modernperformancepartners.com,+1-917-679-4497,"Digital Strategist","Modern Performance Partners",DIGITAL_MARKETING,MANAGER,https://linkedin.com/in/timothy-hernandez-2436
John,Flores,john.flores@modernperformancepartners.com,+1-648-924-3902,"Social Media Director","Modern Performance Partners",SOCIAL_MEDIA,MANAGER,https://linkedin.com/in/john-flores-8901
Jason,Robinson,jason.robinson@modernperformancepartners.com,+1-593-885-6170,"Associate Media Planner","Modern Performance Partners",MEDIA_PLANNING,DIRECTOR,https://linkedin.com/in/jason-robinson-8185
Stephen,Taylor,stephen.taylor@premierfashion.com,+1-614-474-7118,"Analytics Manager","Premier Fashion",ANALYTICS_INSIGHTS,COORDINATOR,https://linkedin.com/in/stephen-taylor-1138
Paul,Rodriguez,paul.rodriguez@premierfashion.com,+1-205-354-1111,"Search Marketing Manager","Premier Fashion",SEARCH_MARKETING,COORDINATOR,https://linkedin.com/in/paul-rodriguez-2471
Brenda,Perez,brenda.perez@premierfashion.com,+1-702-742-1784,"VP of Digital","Premier Fashion",DIGITAL_MARKETING,VP,https://linkedin.com/in/brenda-perez-2038
